Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
Technische Universität Kaiserslautern,DE,1201-1400,1401+,-,6.3,2.4,17.0,4.6,29.188347475469445,19.99356238631277,56.4,2.2,1.1,-1.3495656196256196,0.5793442017077058
"The ""Gheorghe Asachi"" Technical University of Iasi",RO,1201-1400,1201-1400,-,5.3,9.7,2.4,6.0,6.393325446974254,4.6,34.1,4.0,1.0,-1.9210538049185288,-0.11646118061866742
The Herzen State Pedagogical University of Russia,RU,1201-1400,1201-1400,-,3.8,2.0,20.1,1.2,1.4,41.1,12.7,5.5,1.0,-1.9349315495016999,0.36368551095431256
The Josip Juraj Strossmayer University of Osijek,HR,1201-1400,1201-1400,-,4.3,2.0,28.6,3.1,7.5120387788646115,9.980515101356,54.0,11.2,1.0,-1.5474616647655748,-0.14052928902948217
"The National Research University ""Belgorod State University""",RU,1201-1400,1201-1400,-,3.5,1.3,15.6,1.9,2.2,49.8,21.4,2.0,1.0,-1.824881705499814,0.6420741415591689
Tokai University,JP,1201-1400,1001-1200,-,10.5,5.8,13.6,2.8,5.6,2.9,24.5,1.8,1.3,-2.0060123438440263,-0.25632046622459054
Tomas Bata University in Zlin,CZ,1201-1400,1001-1200,-,4.5,8.4,9.3,5.5,23.6,18.8,25.8,4.0,1.1,-1.7201731973766985,0.3827044745229843
Toraighyrov University,KZ,1201-1400,1201-1400,-,8.5,4.8,17.8,1.2,6.8,3.1,3.9,3.3,1.0,-2.259599855579482,-0.28870389643967015
Transilvania University of Brasov,RO,1201-1400,1201-1400,-,6.4,5.5,5.1,3.7,5.4,2.1,48.1,4.0,1.0,-1.8461660137492668,-0.13710737042040175
Tunghai University,TW,1201-1400,1201-1400,-,6.5,5.4,4.6,5.4,8.4,8.8,24.4,13.8,7.9,-1.8046823633478488,-0.12019621182703438
Universidad Autónoma de Guadalajara (UAG),MX,1201-1400,1001-1200,-,6.5,3.8,19.6,1.1,37.9,23.0,2.1,2.0,1.031404536206735,-1.865455592085711,0.6210220638733676
Universidad Autónoma del Estado de Hidalgo (UAEH),MX,1201-1400,1001-1200,-,3.2,6.0,45.2,1.4,2.0,1.6,8.3,2.1,5.8,-2.1241641287238426,-0.5153675615190999
Universidad Católica del Norte,CL,1201-1400,1201-1400,-,4.5,2.3,6.7,5.9,13.5,3.8,46.2,2.0,8.5,-1.7592696854345597,0.12732246625003987
Universidad Central del Ecuador,EC,1201-1400,1201-1400,-,8.1,3.6,11.3,1.2,3.6425914232686623,10.378217406218655,10.1,20.9,1.0,-1.9999175019864612,-0.3600195039672316
Universidad de Las Américas (UDLA) Ecuador,EC,1201-1400,1201-1400,-,8.3,3.8,13.3,1.7,19.2,2.5,15.7,4.9,1.0,-2.0397574328437074,-0.03970573692503328
Universidad de Monterrey (UDEM),MX,1201-1400,1001-1200,-,12.5,13.0,7.5,1.5,13.7,3.7,4.4,4.8,1.3,-2.0208226500101816,-0.2763298118012982
Universidad de Oriente Santiago de Cuba,CU,1201-1400,1001-1200,-,8.4,5.2,29.8,1.1,6.392462649706938,20.64866472629245,7.3,5.0,1.0,-1.9561121515087718,-0.09336102602088817
Universidad de Panama,PA,1201-1400,1201-1400,-,6.6,5.5,2.9,1.1,4.6,2.7,9.0,49.1,1.0,-1.7847168696058995,-0.79542662129851
Universidad de Piura,PE,1201-1400,1201-1400,-,7.5,10.7,5.0,1.2,5.7,1.1,3.3,12.5,1.0,-2.189663145396765,-0.443807603273852
Universidad de San Carlos de Guatemala - USAC,GT,1201-1400,1201-1400,-,10.2,3.9,4.7,1.0,25.187941342846443,2.4657829748714772,9.4,56.0,1.0,-1.4583462957465005,-0.5810504296579087
Universidad de Tarapaca,CL,1201-1400,1401+,-,3.5,1.6,2.4,9.8,51.974474750227564,7.482536465485759,41.7,2.1,1.0,-1.535460004363007,0.8953055922165711
Universidad de Valparaíso (UV),CL,1201-1400,1201-1400,-,10.9,4.0,8.5,2.9,6.3,1.8,39.7,2.2,4.0,-1.8480680638469114,-0.18154908753115365
Universidad del Bío-Bío,CL,1201-1400,1201-1400,-,8.0,3.0,3.2,4.0,8.7,1.4,30.3,2.0,1.0,-2.070886950729553,-0.06883883659016021
Universidad del Desarrollo (UDD),CL,1201-1400,1201-1400,-,7.2,8.6,11.7,2.3,7.3,2.0,14.7,4.9,5.1,-2.0603303650219478,-0.28722570474556663
Universidad del Salvador,AR,1201-1400,1201-1400,-,3.7,5.8,19.9,1.0,4.9,7.4,1.2,16.2,1.0,-2.1717490842947575,-0.38621227934509855
Universidad del Zulia,VE,1201-1400,1201-1400,-,10.1,5.8,4.1,2.1,9.77419802120424,6.610858523856681,13.4,5.6,1.0,-2.093088218551225,-0.12087593606406646
Universidad Industrial de Santander - UIS,CO,1201-1400,1001-1200,-,9.7,14.8,4.6,2.1,4.1,1.4,12.4,9.0,1.3,-2.0224184609872147,-0.4833338299387401
Universidad La Salle (ULSA),MX,1201-1400,1001-1200,-,4.5,15.0,22.3,1.1,2.2,1.6,1.0,4.8,1.0,-2.2165217705612115,-0.5479695319752941
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),CR,1201-1400,,-,7.5,8.8,31.5,1.0,8.5,9.1,1.0,5.5,1.7859188108201551,-2.0537588389761154,-0.3334886029306568
Universidad Mayor de San Andrés (UMSA),BO,1201-1400,1201-1400,-,6.3,2.8,1.2,1.6,6.4,1.0,15.1,49.6,1.0,-1.761981416259758,-0.7325182861554487
Universidad Metropolitana,VE,1201-1400,1001-1200,-,7.6,15.1,4.4,1.1,4.4,1.6,1.1,25.9,1.0412050145258458,-1.9910228793292597,-0.6960043460859945
Universidad Nacional Agraria la Molina,PE,1201-1400,1201-1400,-,7.0,6.4,12.4,1.6,1.3,1.7,9.4,6.7,1.5,-2.2443992079964636,-0.40198869507292023
Universidad Nacional Autónoma de Honduras (UNAH),HN,1201-1400,1401+,-,5.1,4.0,3.3,1.0,1.8,1.5572224348148258,18.5,61.8,1.0,-1.606668563174022,-0.9720863188700953
Universidad Nacional de Ingeniería Peru,PE,1201-1400,951-1000,-,7.4,27.2,9.1,1.5,16.013053967384295,9.171628869063817,5.6,19.1,1.0,-1.6228392351002905,-0.4789685430142608
Universidad Nacional de Mar del Plata,AR,1201-1400,1201-1400,-,8.6,2.8,4.9,3.5,4.102778000565337,4.131338256647003,28.5,1.2,1.2,-2.101132595669677,-0.1097789032719545
Universidad Nacional de Río Cuarto - UNRC,AR,1201-1400,1201-1400,-,4.1,1.6,33.2,1.4,3.9076521884990343,13.038524013450528,10.7,1.3,1.0,-2.1699736626833905,-0.13055310555652805
Universidad Nacional de San Martín (UNSAM),AR,1201-1400,1201-1400,-,11.3,2.7,6.2,2.2,1.6,3.7,24.5,1.2,1.1,-2.132239512767518,-0.21599728131466778
Universidad Nacional del Litoral,AR,1201-1400,1201-1400,-,12.7,5.7,2.2,2.5,5.0,1.2,24.5,3.7,5.1,-1.9921266514770686,-0.264345664063162
Universidad Nacional del Sur,AR,1201-1400,1401+,-,6.7,2.0,17.8,1.7,11.202444119800681,6.712843835141877,27.2,2.9,1.2,-1.9915315503911792,-0.0377158648175936
"Universidad Nacional, Costa Rica",CR,1201-1400,1001-1200,-,10.2,10.5,12.1,1.5,9.7,2.3,17.2,4.7,1.0,-1.9815145461753272,-0.31099437432336213
Universidad Peruana de Ciencias Aplicadas,PE,1201-1400,1001-1200,-,11.3,22.6,3.0,1.1,13.6,1.5,8.0,3.9,1.1,-1.9180945873164024,-0.3939305729631925
Universidade do Estado do Rio de Janeiro (UERJ),BR,1201-1400,1201-1400,-,9.5,5.1,17.4,2.5,3.5,1.2,35.7,18.2,1.3,-1.7206378138984995,-0.5197683937758559
Universidade Federal da Bahia,BR,1201-1400,1201-1400,-,9.0,2.7,8.5,3.1,5.1,1.4,48.8,12.4,2.5,-1.7063016290741002,-0.2810201104694469
Universidade Federal de Juiz de Fora- (UFJF),BR,1201-1400,1201-1400,-,3.8,2.0,30.3,2.8,20.387226131350552,11.89126111422652,35.2,1.3,1.0,-1.7513921138397242,0.19460640750647995
Universidade Federal de Pelotas ,BR,1201-1400,1201-1400,-,4.7,1.3,26.0,4.7,5.8730979653854565,1.3,21.7,1.3,1.3,-2.137603034343923,-0.2176201851262467
Universidade Federal de Santa Maria,BR,1201-1400,1201-1400,-,6.4,1.5,17.5,5.2,2.5,1.4,37.9,6.3,11.5,-1.8031916183714303,-0.261329717801051
Universidade Federal de Viçosa (UFV),BR,1201-1400,1201-1400,-,5.1,2.4,10.9,7.8,2.4,1.9,20.2,3.8,1.3,-2.1879925163713163,-0.19452876182324186
Universidade Federal do Ceará (UFC),BR,1201-1400,1201-1400,-,7.4,2.8,6.3,5.3,1.3,1.2,43.4,3.7,2.0,-1.9364590919818692,-0.19795917449475695
Universidade Federal do Rio Grande Do Norte,BR,1201-1400,1401+,-,5.2,1.2,9.5,3.4,18.523895080832187,27.62627937068287,45.0,1.3,1.4,-1.6122390107706683,0.6066750940859663
Universidade Presbiteriana Mackenzie,BR,1201-1400,1201-1400,-,3.5,8.7,12.3,2.1,2.4,1.1,12.5,48.3,1.0,-1.7262848339107624,-0.9132861515183195
Università degli studi di Bergamo,IT,1201-1400,1201-1400,-,5.7,2.4,1.9,6.5,4.3,6.7,27.8,4.3,1.2,-2.0923380539061207,-0.021082871153945366
Universitas Islam Indonesia,ID,1201-1400,1201-1400,-,11.2,4.9,2.0,1.8,2.2,1.2,10.7,3.9,1.3,-2.272049783451687,-0.3126136844450127
Universitas Muhammadiyah Yogyakarta,ID,1201-1400,1201-1400,-,6.6,2.8,3.2,1.4,57.9,1.9,7.9,2.3,1.2,-1.9272471383606244,0.7218645708181538
Universitas Pendidikan Indonesia,ID,1201-1400,1201-1400,-,10.9,4.1,12.0,1.4,13.2,1.6,13.1,2.3,3.3,-2.0935551815122424,-0.15483432398726277
Universitas Sumatera Utara,ID,1201-1400,1201-1400,-,8.8,8.0,24.9,1.3,12.6,2.5,18.3,5.5,4.6,-1.8714021589723444,-0.3042653771142844
Universitatea de Vest din Timisoara / West University of Timisoara,RO,1201-1400,1201-1400,-,9.2,9.7,4.7,2.8,1.6,6.7,27.5,23.5,2.7,-1.7073816832283566,-0.5068801861560133
Université de Limoges,FR,1201-1400,1201-1400,-,6.6,2.3,17.2,5.5,34.96058372523489,17.749674289734948,58.8,2.9,1.1,-1.2673265168704313,0.6324765944664564
Université Jean Moulin Lyon 3,FR,1201-1400,1201-1400,-,8.8,5.2,1.8,2.3,18.7,30.2,8.5,4.4,1.0,-1.9038477634041744,0.494143883316057
Universiti Kuala Lumpur (UniKL),MY,1201-1400,1001-1200,-,6.0,5.3,32.7,2.2,7.4,3.9,17.3,3.9,1.0,-2.018215783764859,-0.3257083997134876
Universiti Malaysia Perlis,MY,1201-1400,1001-1200,-,7.8,5.1,19.2,6.7,1.8,3.5,31.1,3.9,2.8,-1.8981701662990422,-0.2970684096509639
Universiti Teknikal Malaysia Melaka,MY,1201-1400,1201-1400,-,6.3,5.7,10.6,5.8,3.9,4.8,18.9,3.9,2.5,-2.0937565925241217,-0.193945480078932
University of Babylon,IQ,1201-1400,1201-1400,-,4.6,9.8,14.5,2.0,1.1,1.0,29.9,4.3,1.2,-2.023279519553538,-0.3821616377438258
University of Basrah,IQ,1201-1400,1201-1400,-,5.5,9.3,18.4,1.4,1.3,1.1,33.7,10.0,1.0,-1.882356770947873,-0.47988086302477073
University of Bialystok,PL,1201-1400,1201-1400,-,5.4,2.7,24.0,2.6,19.229947791421797,4.7,28.6,3.1,1.0,-1.8858400356411886,0.026951667227287198
University of International Business and Economics,CN,1201-1400,1201-1400,-,3.7,2.3,9.7,3.0,7.0,30.3,5.3,14.0,1.1,-2.011037297240913,0.22524019687523225
University of Kragujevac,RS,1201-1400,1401+,-,3.9,3.0,8.5,3.7,1.0,1.1,44.1,9.3,1.0,-1.9416976389998233,-0.26003091104778153
University of Kufa,IQ,1201-1400,1201-1400,-,4.4,12.8,29.0,1.4,4.4,1.1,16.4,4.2,1.0,-2.02215048548205,-0.4979220545159268
University of Memphis,US,1201-1400,1201-1400,-,3.1,2.5,12.1,8.0,2.2,8.3,39.4,7.6,2.1,-1.876815968498448,-0.08264995114558973
University of Miskolc ,HU,1201-1400,1201-1400,-,6.6,5.7,18.6,2.4,3.1,3.8,19.2,13.0,1.0,-1.9950115104166428,-0.42412042973580966
University of Missouri Saint Louis,US,1201-1400,1201-1400,-,4.2,4.2,12.3,10.5,3.4,3.1,9.8,7.7,1.0,-2.1938509815118037,-0.23569568425456644
University of Niš,RS,1201-1400,1201-1400,-,5.0,5.5,12.5,2.4,2.841952743085152,5.7,49.0,4.0,1.0,-1.8177586225288607,-0.15756243305621162
University of North Carolina at Greensboro,US,1201-1400,1201-1400,-,2.6,2.4,8.9,10.1,5.9,3.4,50.7,1.5,1.6,-1.8494918771185924,0.034285711943870686
University of Ostrava,CZ,1201-1400,1201-1400,-,6.3,1.1,15.6,3.6,27.7,16.6,27.0,2.9,1.0,-1.7671052017333562,0.45621172958981104
University of Pannonia,HU,1201-1400,1201-1400,-,4.2,4.0,22.0,8.5,3.3,8.3,44.7,4.0,1.0,-1.7512948437903908,-0.11350251320836116
University of Pardubice,CZ,1201-1400,1001-1200,-,4.5,2.3,44.5,3.1,9.7,8.8,18.7,1.7,1.0,-1.9521718858518886,-0.18693641935204058
University of Peradeniya ,LK,1201-1400,1201-1400,-,9.0,11.6,12.0,2.0,1.0,1.3,22.7,10.9,5.8,-1.8701121273926562,-0.5381325720803725
University of Primorska,SI,1201-1400,1001-1200,-,3.7,2.5,8.9,4.1,25.0,26.4,46.3,4.2,1.0,-1.5234005492175025,0.665814307397863
University of Rijeka,HR,1201-1400,1201-1400,-,6.1,4.3,13.8,4.3,2.5,1.8,45.8,12.0,2.9,-1.7427817125002494,-0.33519414600513037
University of Rzeszów,PL,1201-1400,1201-1400,-,5.2,1.8,15.1,2.7,3.43580181395248,1.7,28.3,3.0,1.0,-2.13637204787008,-0.20791033911010587
University of San Diego,US,1201-1400,1201-1400,-,6.2,7.0,25.5,2.7,3.1,6.8,5.5,12.2,1.0,-2.073802187863396,-0.4474202341474926
University of San Francisco,US,1201-1400,1001-1200,-,5.9,4.4,18.7,3.6,2.3,20.2,6.0,29.5,1.2,-1.8135233255620966,-0.3510717388956096
University of Silesia in Katowice,PL,1201-1400,1201-1400,-,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,2.4,-1.685294326717044,-0.2535785348218182
University of South Alabama (USA),US,1201-1400,1201-1400,-,4.7,5.9,19.0,6.1,3.578410803156163,2.1,13.6,2.3,1.2,-2.189822665897004,-0.2781338858527923
University of Split,HR,1201-1400,1201-1400,-,6.3,4.0,5.0,4.2,1.4,2.0,47.5,12.3,4.5,-1.7651926138067635,-0.2849614389158537
University of Sri Jayewardenepura,LK,1201-1400,,-,6.0,10.4,4.5,3.3,13.208106438647533,1.0,14.1,11.0,1.0,-2.029640955276196,-0.24264231708695314
University of the Pacific,US,1201-1400,1201-1400,-,2.2,3.5,31.9,3.0,3.2,12.0,7.6,8.1,1.0,-2.135392885682298,-0.23946202898220253
University of Tyumen,RU,1201-1400,1001-1200,-,3.6,2.1,37.1,1.6,4.5,13.8,27.0,4.5,1.3,-1.9010906615489274,-0.1472123732235955
University of West Bohemia ,CZ,1201-1400,1201-1400,-,5.6,2.1,10.9,3.8,33.09013877553891,10.497578482580048,37.2,5.2,1.0,-1.6556538096624687,0.4561358206529421
University of Wisconsin Milwaukee ,US,1201-1400,1001-1200,-,7.6,2.4,9.7,9.8,5.7,5.1,39.5,6.8,4.5,-1.7670800848198978,-0.09691112313534235
University POLITEHNICA of Bucharest,RO,1201-1400,1201-1400,-,5.2,12.7,3.4,6.9,1.4,2.6,61.8,3.9,1.0,-1.6061189712129094,-0.2287452444199525
Vancouver Island University,CA,1201-1400,1001-1200,-,4.5,3.7,48.8,1.1,9.177099134351977,3.7708834655495513,2.6,1.5,1.0,-2.1648328852524,-0.37363969606931585
Voronezh State University,RU,1201-1400,1201-1400,-,5.4,2.7,21.8,1.3,3.0,21.4,12.1,3.0,1.0,-2.0932252137335903,0.031530337470972634
Western Michigan University,US,1201-1400,1001-1200,-,4.9,4.9,10.0,5.8,21.4,10.6,33.3,16.5,1.6,-1.6131963853689577,0.09600023345339707
Yamaguchi University ,JP,1201-1400,1001-1200,-,3.9,1.8,41.8,4.2,6.7,2.5,18.7,1.8,1.0,-2.0629195149232658,-0.30875404567523934
Yogyakarta State University,ID,1201-1400,1201-1400,-,11.7,3.3,8.7,1.4,13.5,1.7,8.6,2.3,1.0,-2.1897381768481035,-0.13230962412668326
Youngsan University,KR,1201-1400,1201-1400,-,4.0,10.0,19.3,1.3,2.5,9.9,2.0,1.9,1.0,-2.263856114228505,-0.2547305426707923
Yuan Ze University,TW,1201-1400,1201-1400,-,5.5,5.6,8.7,9.0,12.2,11.7,12.4,2.0,2.4,-2.0459818299053434,0.12260995456256414
Zagazig University,EG,1201-1400,1201-1400,-,7.7,4.9,3.0,2.6,1.1,2.5,67.7,3.7,5.3,-1.6148685124364175,-0.1586481775977706
 Don State Technical University,RU,1401+,1201-1400,-,3.5,3.5,12.8,1.4,1.6,14.9,11.4,1.9,1.0,-2.268461350717729,-0.015576018233329578
Akdeniz Üniversitesi,TR,1401+,1401+,-,5.7,4.8,3.5,3.0,1.2,1.1,33.7,2.0,1.0,-2.12609495248571,-0.19796131582651838
California Polytechnic State University,US,1401+,1201-1400,-,3.6,9.1,6.7,3.0,24.56562908886949,32.74250678299325,25.5,8.7,1.3,-1.5706318306207157,0.5894449720739205
California State University - Los Angeles,US,1401+,1401+,-,5.2,3.3,3.8,2.9,3.6,2.3,14.9,5.5,1.0,-2.2988022872488347,-0.19024167602559405
"California State University, Long Beach",US,1401+,1201-1400,-,3.7,4.1,4.8,2.9,2.6,3.4,16.4,1.7,1.0,-2.335568291534718,-0.13543870328049654
Católica de Córdoba,AR,1401+,1201-1400,-,5.3,2.6,17.1,1.1,3.6,3.6,2.3,4.6,1.0,-2.386571283693894,-0.27550622857912255
East West University,BD,1401+,1201-1400,-,6.8,12.8,2.8,2.4,1.4,1.0,7.4,3.9,1.1,-2.267348879844312,-0.3975819870429555
Fundación Universidad De Bogotá-Jorge Tadeo Lozano,CO,1401+,1201-1400,-,5.2,3.3,10.2,1.7,3.2,1.2,5.9,12.1,1.0,-2.308130859858508,-0.37095861240789874
Humboldt State University,US,1401+,1401+,-,3.0,2.5,9.7,3.7,2.9,1.2,9.9,3.1,1.0,-2.4103246435091217,-0.1975655143398451
Illinois State University,US,1401+,1401+,-,3.4,2.8,5.6,4.1,4.7,3.1,20.0,7.6,1.1,-2.2126755881393882,-0.15172037463144616
"Indian Institute of Information Technology, Allahabad",IN,1401+,,-,4.1,4.4,2.0,10.7,6.651541449464434,2.1,2.6,2.1,1.0,-2.387193523980201,-0.0657348625134988
Indiana State University,US,1401+,1201-1400,-,6.2,4.4,8.5,3.0,1.7,2.2,4.2,6.8,1.0,-2.3574097309891116,-0.3218808373384798
"International University of Business, Agriculture and Technology (IUBAT)",BD,1401+,1401+,-,6.6,4.1,2.6,2.3,1.4,1.3,8.6,3.8,1.0,-2.3969873830236748,-0.2581142649696073
Irkutsk State University,RU,1401+,1401+,-,3.3,1.8,14.1,1.3,1.9,3.8,26.4,5.2,1.2,-2.179538879399223,-0.20476187997171202
Korkyt Ata Kyzylorda University,KZ,1401+,1201-1400,-,7.0,7.9,5.7,1.0,3.4,1.2,1.0,3.3,1.1,-2.398728197912377,-0.324135266751806
Kwansei Gakuin University,JP,1401+,1201-1400,-,4.1,5.1,5.0,2.4,21.9,3.4,13.0,7.7,1.0,-2.1064759034139806,0.07836381328895875
Lucian Blaga University of Sibiu,RO,1401+,1201-1400,-,3.6,3.2,8.5,1.9,13.9,2.9,17.0,4.1,1.2,-2.202010798394311,-0.0037812330726751647
M.Kh. Dulaty Taraz Regional University,KZ,1401+,1201-1400,-,7.6,2.7,12.0,1.0,1.1,6.7,2.6,3.1,1.1,-2.382264211411224,-0.23687898732680363
MIREA - Russian Technological University,RU,1401+,1401+,-,5.5,7.0,6.6,1.4,1.3,3.3,9.5,5.2,1.0,-2.310159663743961,-0.3034408575338553
Moscow City University,RU,1401+,1401+,-,7.1,1.9,10.7,1.1,2.7,3.3,2.5,1.9,1.0,-2.446467442615731,-0.2269266796511563
Naresuan University,TH,1401+,1201-1400,-,6.6,2.8,6.6,1.9,7.3,1.2,10.1,2.5,1.7,-2.3333939019877907,-0.15369200678498082
National University of Life and Environmental Sciences of Ukraine,UA,1401+,1201-1400,-,5.8,3.9,15.8,1.4,1.2,1.2,20.0,3.7,1.0,-2.2135799603812747,-0.32876877753478917
"National University of Modern Languages (NUML), Islamabad",PK,1401+,1201-1400,-,7.0,7.3,5.2,1.5,3.4,1.2,8.1,2.6,1.2,-2.3315438273729883,-0.2870320123692387
Nova Southeastern University,US,1401+,1201-1400,-,2.7,3.5,11.6,2.8,4.7,3.9,13.2,8.9,1.2,-2.2439992536756255,-0.2186096308517621
Pontifícia Universidade Católica de Minas Gerais – PUC Minas,BR,1401+,1401+,-,4.9,4.6,1.9,1.5,1.9,1.1,8.3,9.4,1.0,-2.366156729126401,-0.311556545133408
Pontificia Universidade Católica do Campinas - PUC Campinas,BR,1401+,1401+,-,4.2,3.8,7.0,2.0,1.8,1.2,2.3,1.9,1.0,-2.514931219056347,-0.23846074366361805
Pontifícia Universidade Católica do Paraná,BR,1401+,1401+,-,4.1,2.9,7.6,3.9,1.8,1.3,28.9,3.9,1.4,-2.1699533281470718,-0.1936920310481619
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,RU,1401+,1201-1400,-,7.0,4.1,6.4,1.3,1.9,4.4,9.0,5.6,1.2,-2.3127654207350843,-0.25571368537551015
Russian State University for the Humanities ,RU,1401+,1201-1400,-,5.1,2.6,14.2,1.2,1.8,4.0,7.5,3.3,1.0,-2.3762086951079544,-0.2482298964152435
Sakarya University,TR,1401+,1401+,-,4.6,3.1,3.1,3.3,1.4,11.3,27.6,1.9,2.7,-2.1234162477285135,0.02040925728833606
Shanghai Normal University,CN,1401+,1201-1400,-,5.0,1.6,10.9,4.3,4.5,1.6,26.5,1.5,1.3,-2.1793235124244044,-0.13066138667847269
Shibaura Institute of Technology,JP,1401+,1201-1400,-,4.5,2.5,3.1,5.1,13.0,8.7,14.5,1.8,1.0,-2.208567069398169,0.16476167541408315
Silpakorn University,TH,1401+,1201-1400,-,6.3,5.4,4.4,2.8,4.3,1.2,24.7,2.5,1.0,-2.1702095434942024,-0.1912077634544107
Soochow University (Taiwan),TW,1401+,1401+,-,4.7,5.3,4.1,1.8,3.8,2.9,3.4,3.2,1.8,-2.4291870975049865,-0.19797182354019138
Soongsil University,KR,1401+,1201-1400,-,3.5,6.0,8.3,4.5,5.2,11.2,14.9,2.8,1.0,-2.175500028276229,-0.012778625458528071
Stamford University Bangladesh,BD,1401+,1401+,-,9.7,4.6,1.2,1.4,23.095413891103025,21.422158620384113,2.2,3.6,1.0,-2.03619998002346,0.4080210445091358
State University of Malang,ID,1401+,1401+,-,6.3,2.5,8.7,1.7,13.7,1.3,11.5,5.4,1.1,-2.229405936381551,-0.08880563311002015
Stefan cel Mare University of Suceava,RO,1401+,1201-1400,-,3.8,2.4,4.5,4.2,2.3,25.5,19.3,4.1,1.9,-2.0659726146004367,0.25763881110583103
"The University of Notre Dame, Australia",AU,1401+,1401+,-,3.0,3.7,3.5,7.2,21.4,2.2,10.6,1.7,1.0,-2.224315097164347,0.19483957226178397
Udayana University,ID,1401+,1401+,-,6.4,4.7,5.7,1.4,7.4,3.4,12.3,3.7,1.0,-2.2651013597164025,-0.14685878007854244
United International University,BD,1401+,1201-1400,-,6.3,8.7,3.0,2.5,2.7418776116592505,1.1,8.8,3.9,1.0,-2.311239046002288,-0.30550062777770987
Universidad Alberto Hurtado,CL,1401+,1201-1400,-,8.6,4.2,3.1,2.8,12.7,1.7,8.2,2.2,1.0,-2.2670342798758654,-0.0704223653060206
Universidad Autónoma de Aguascalientes,MX,1401+,1201-1400,-,3.1,1.6,32.5,1.2,3.9420908822442264,12.852605007060085,10.8,1.6,1.0,-2.19187095840018,-0.12033068495618869
Universidad Autónoma de Baja California,MX,1401+,1201-1400,-,6.6,4.4,4.4,1.5,2.6,1.1,12.5,2.1,7.5,-2.273304101071908,-0.2302614701041684
Universidad Autónoma de Chile,CL,1401+,1401+,-,5.3,2.0,4.2,3.1,12.4,1.4,32.6,2.1,2.8,-2.056054170976602,0.033491305728112736
Universidad Autónoma de Querétaro (UAQ),MX,1401+,1401+,-,4.4,2.4,6.0,2.1,3.8,1.5,7.3,2.0,1.0,-2.4587540460167396,-0.1664224812734123
Universidad Autónoma de San Luis de Potosí,MX,1401+,1401+,-,5.9,1.8,5.4,2.4,1.6,1.3,21.4,1.6,1.1,-2.3039773744571694,-0.18033344356566233
Universidad Autonoma de Yucatan,MX,1401+,1401+,-,5.5,1.5,4.9,2.4,2.2,1.1,10.1,1.6,1.0,-2.447264047075159,-0.18111375295403181
Universidad Autónoma del Estado de Morelos (UAEM),MX,1401+,1401+,-,3.5,1.8,15.5,1.6,2.6,1.2,17.4,1.9,1.0,-2.328746841644883,-0.22349188523244393
Universidad Bernardo O'Higgins,CL,1401+,1201-1400,-,4.6,4.3,9.9,2.0,13.3,2.1,13.1,2.2,1.0,-2.2397790895265746,-0.04879182740969503
"Universidad Católica Boliviana ""San Pablo""",BO,1401+,1401+,-,3.9,2.9,4.2,1.1,2.3,2.7,7.7,26.2,1.0,-2.1839703355871425,-0.47652985367654027
Universidad Católica de Colombia ,CO,1401+,1401+,-,6.1,3.2,5.1,1.6,3.3,1.1,5.0,2.3,1.0,-2.4566226085237823,-0.21950913476226683
Universidad Católica de La Santísima Concepción - UCSC,CL,1401+,1401+,-,3.4,2.1,8.2,2.8,5.2,1.1,28.3,2.0,1.2,-2.2073206505033096,-0.10714106851129129
Universidad Católica de Santiago de Guayaquil,EC,1401+,1401+,-,4.5,3.4,1.3,1.5,16.7,1.2,10.3,16.6,1.0,-2.14968289059945,-0.12582469180988154
Universidad Católica de Temuco,CL,1401+,1201-1400,-,4.1,1.4,2.0,4.8,35.1,68.01637420669809,14.3,2.0,1.1,-1.4744261309747253,1.604823315528867
Universidad Central de Chile,CL,1401+,1401+,-,4.4,2.4,3.0,1.7,4.6,1.8,9.4,2.0,1.0,-2.447751971123636,-0.12464531390919892
Universidad de Caldas,CO,1401+,1401+,-,4.9,2.4,3.5,1.5,16.876030759639765,1.6050286462154313,6.5,2.1,1.0,-2.359691887496213,0.05887325615022709
Universidad de Carabobo,VE,1401+,1201-1400,-,4.7,6.1,17.4,1.0,9.182822560322231,13.223024977702135,3.1,5.4,1.0,-2.1797764892485505,-0.06784548735940119
Universidad de Cartagena,CO,1401+,1201-1400,-,4.8,2.7,4.0,3.2,2.2,1.1,11.0,2.1,1.2,-2.419443035915935,-0.18346024066531094
Universidad de Córdoba - Colombia,CO,1401+,1201-1400,-,11.8,2.4,2.9,1.4,19.198657082481322,7.043562200638772,5.3,1.9,1.0,-2.17894261240662,0.1100267841181797
Universidad de Cuenca,EC,1401+,1401+,-,7.2,2.2,4.9,2.0,2.2,1.4,24.4,7.8,2.7,-2.143634230659753,-0.2634669620629958
Universidad de Guanajuato,MX,1401+,1201-1400,-,7.1,2.1,5.0,2.8,5.9,1.3,22.9,6.8,1.1,-2.1550754846119373,-0.18781773134647398
