Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
University of Engineering & Technology (UET) Lahore,PK,751-760,791-800,-,10.0,43.2,18.0,6.7,1.1,1.8,41.6,47.7,7.5,-0.5675509575884585,-1.4610742177248655
University of Malta,MT,751-760,851-900,-,6.1,4.6,31.7,7.2,18.0,19.2,75.9,95.9,1.9,0.0739490303928871,-0.9199107305198765
University of Messina (UniME),IT,751-760,851-900,-,8.4,2.3,14.2,36.7,1.3,6.0,75.6,1.6,36.6,-0.7066697452629087,0.11078112952830162
"Adam Mickiewicz University, Pozna?",PL,761-770,731-740,-,16.0,9.1,33.3,4.8,7.7,8.3,86.7,7.5,31.6,-0.4611050677017354,-0.31723142095979945
Bangladesh University of Engineering and Technology,BD,761-770,801-850,-,16.9,36.6,13.6,14.9,27.121734245483747,1.0,25.1,22.2,1.2,-0.8364002437211555,-0.6579213280214529
King Faisal University,SA,761-770,851-900,-,16.4,12.7,14.5,2.7,98.0,3.9,59.3,8.7,1.5,-0.44357274626656934,1.0911428707311344
Ocean University of China,CN,801-850,901-950,-,5.4,2.7,9.4,50.5,3.2,1.9,51.1,3.0,4.0,-1.3418570292252021,0.13175969431199097
University of Cincinnati,US,761-770,691-700,-,11.0,6.0,19.4,22.9,4.3,12.4,69.0,25.3,22.5,-0.5920061477967569,-0.2575521560029609
"University of Colorado, Denver ",US,761-770,721-730,-,8.2,6.1,100.0,3.6,3.4,8.1,45.7,5.6,3.8,-1.1347222795743979,-0.8049864476073714
University of Patras,GR,761-770,791-800,-,11.7,17.1,2.7,27.0,1.4,4.8,60.6,3.7,44.9,-0.6394466340507998,-0.18811557736672782
Addis Ababa University,ET,771-780,851-900,-,6.4,9.3,58.8,1.7,5.793302851852168,12.852659892242517,55.2,95.5,3.3,-0.13007894473388135,-1.565933276470123
Bournemouth University,UK,771-780,731-740,-,5.8,6.4,6.1,16.4,80.3,47.1,72.6,4.8,5.3,-0.24221134668757477,2.001376047337009
Chiba University,JP,771-780,701-710,-,16.6,8.5,66.1,8.8,7.5,4.3,28.9,3.8,8.7,-1.2515011931363895,-0.6750375568093981
Beijing University of Posts and Telecommunications,CN,901-950,851-900,-,3.2,2.6,10.2,49.3,4.7,1.7,18.7,13.5,1.4,-1.6585406318925338,-0.025734818654871046
Colegio de México,MX,771-780,681-690,-,14.9,2.5,100.0,1.7,8.5,16.4,9.6,3.2,1.0,-1.4422147001015153,-0.6523228846451129
Holy Spirit University of Kaslik ,LB,771-780,661-670,-,6.7,6.4,62.3,2.1,98.9,37.8,6.5,5.7,1.1,-0.7452488668579744,1.5156670903802463
Universidad del Rosario,CO,771-780,711-720,-,15.8,28.5,24.2,2.5,7.2,2.7,31.8,41.1,24.5,-0.6102583129065295,-1.1915732549170341
Université de Tunis El Manar,TN,771-780,951-1000,-,9.4,4.3,26.0,5.1,39.5,7.8,82.1,54.1,16.3,-0.09711664635268046,-0.2093456615971397
"University of Maryland, Baltimore County",US,771-780,711-720,-,10.2,6.8,14.1,13.5,49.8,25.8,45.0,4.5,57.7,-0.26822225542448025,0.9701492391901657
University of Pecs,HU,771-780,801-850,-,14.3,11.9,41.4,2.8,9.3,64.3,40.3,4.0,11.3,-0.7052345916570159,0.5575335737046118
Verona University,IT,771-780,801-850,-,9.1,2.7,4.1,41.6,4.5,4.2,71.0,3.1,22.5,-0.9015113462993634,0.1813035282429472
Babes-Bolyai University,RO,781-790,801-850,-,15.5,19.5,5.3,4.4,7.8,3.8,80.1,26.7,42.7,-0.22958151738800775,-0.5941545826313794
Kasetsart University,TH,781-790,751-760,-,25.2,18.6,6.5,2.5,4.3,1.3,51.9,18.5,33.9,-0.6686162367156834,-0.7765331973584273
National University of Uzbekistan,UZ,781-790,,-,25.5,15.8,5.2,1.3,89.0,2.5,11.8,20.4,1.4,-0.7993429326652572,0.5777120524643861
Qassim University,SA,781-790,901-950,-,10.6,5.0,33.9,1.8,98.3,7.9,68.3,2.4,9.3,-0.393119733703151,1.3110058568857248
Texas Tech University,US,781-790,801-850,-,10.9,10.6,6.2,11.3,36.6,9.6,70.5,13.7,55.4,-0.16672636674565844,0.36924407856623015
The New School,US,781-790,641-650,-,15.2,8.2,41.1,2.6,5.7,92.3,19.6,13.5,1.0,-0.770035039198481,0.8686606699524977
Universidad de Belgrano,AR,781-790,761-770,-,9.4,12.7,86.6,1.0,5.4,24.1,2.5,37.4,1.1630827492521136,-1.0921325239712878,-1.0101342075163149
Universidade Federal de Santa Catarina ,BR,781-790,801-850,-,19.3,4.8,19.2,8.5,4.1,2.2,62.1,17.3,52.1,-0.5105509436442623,-0.49854909949803305
University of Latvia,LV,781-790,801-850,-,11.5,16.7,5.9,5.3,12.1,5.1,71.5,90.4,9.8,-0.023412696055399102,-1.2689911990448366
University of Mons ,BE,781-790,691-700,-,7.1,7.0,3.4,37.3,35.0,33.7,43.7,6.1,1.6,-0.906260290517774,1.0517874403237284
Zurich University of Applied Sciences (ZHAW),CH,781-790,1401+,-,5.4,6.6,75.0,2.7,65.9,12.8,41.4,5.3,1.6,-0.8149547838609682,0.5178388639404953
Alfaisal University,SA,791-800,731-740,-,4.8,3.0,21.6,10.6,100.0,89.0,19.1,4.4,1.1,-0.3735899655577899,2.8934606056724244
Ivane Javakhishvili Tbilisi State University,GE,791-800,801-850,-,10.4,1.2,73.9,1.2,1.9,3.2,22.7,88.4,1.0,-0.7113208057416739,-1.8132610690402204
Keele University ,UK,791-800,781-790,-,6.0,4.4,14.4,26.2,51.6,30.7,62.9,6.9,3.1,-0.6444838882604293,1.2100621183427183
New Jersey Institute of Technology (NJIT),US,791-800,641-650,-,4.8,6.7,10.2,30.4,31.5,52.9,29.1,5.1,26.5,-0.6958732749785139,1.2810562177531748
Sechenov University,RU,791-800,771-780,-,5.3,5.0,57.4,4.3,9.0,63.0,83.6,1.9,1.0,-0.538256228226284,0.7361421644907374
Universidad de Antioquia,CO,791-800,701-710,-,29.1,20.8,4.1,4.3,3.7,1.2,48.1,20.4,2.9,-0.9793711496525191,-0.8945413553856203
University of Kentucky,US,791-800,681-690,-,11.1,9.8,15.3,23.5,12.9,3.3,75.4,13.9,10.1,-0.7821022167213167,-0.14793176074832998
University of New Mexico,US,791-800,631-640,-,10.5,8.0,43.5,14.9,8.2,4.0,73.1,7.3,11.0,-0.8666596479884726,-0.35043760615894665
Vellore Institute of Technology (VIT),IN,791-800,851-900,-,12.7,16.1,7.3,18.9,8.9,2.9,76.9,6.1,29.6,-0.6221267862152403,-0.1860066959411518
Wayne State University,US,791-800,751-760,-,7.6,3.4,62.1,10.6,13.3,5.4,73.6,19.4,3.1,-0.8088389708393823,-0.456244348986348
Al-Ahliyya Amman University,JO,801-850,801-850,-,9.6,10.1,9.4,2.7,75.5,100.0,16.9,4.6,1.5,-0.4693871174037431,2.5512907703470655
Alexandria University ,EG,801-850,901-950,-,23.1,18.3,4.5,2.0,1.7,4.8,76.4,24.3,6.9,-0.7121525829176761,-0.7644323187551442
Ankara Üniversitesi,TR,801-850,901-950,-,20.2,16.8,7.8,2.6,2.3,4.6,70.6,53.5,2.9,-0.5198781643394582,-1.1106945477838615
Asia University Taiwan,TW,801-850,901-950,-,5.9,1.8,3.6,52.5,9.9,3.2,57.1,2.0,1.7,-1.261231574767238,0.3486006923414033
Donghua University,CN,851-900,901-950,-,3.8,1.6,25.5,47.3,2.2,3.1,31.1,3.7,1.1,-1.577641996089565,-0.008542613443900407
Belarusian National Technical University (BNTU),BY,801-850,801-850,-,14.8,26.7,51.0,1.0,2.1,34.1,5.1,5.6,4.268362664182968,-1.2495361791635569,-0.4867332783630813
"Birla Institute of Technology and Science, Pilani",IN,801-850,951-1000,-,11.0,19.7,8.0,20.4,2.2,2.5,37.6,25.4,30.4,-0.847652196648803,-0.6522049780092948
Edinburgh Napier University,UK,801-850,801-850,-,5.0,5.0,4.0,11.8,77.5,86.0,60.1,4.9,2.2,-0.1781191694820699,2.635413912844841
Gda?sk University of Technology,PL,801-850,851-900,-,9.4,15.2,29.6,12.7,5.3,4.0,65.8,3.2,33.3,-0.7611656668640473,-0.3475562057582649
Wuhan University of Technology,CN,801-850,851-900,-,6.9,2.5,11.5,47.0,10.15600283989369,2.5,51.0,5.8,1.5,-1.2709387009917057,0.16896108330347395
Immanuel Kant Baltic Federal University,RU,801-850,801-850,-,7.6,2.5,79.4,1.8,21.8,40.2,35.2,1.9,1.2,-1.078262801067723,0.2945237037905815
Instituto Politécnico Nacional (IPN),MX,801-850,741-750,-,19.1,28.8,9.1,2.0,2.2,1.1,46.0,6.8,35.7,-0.8189250370056308,-0.7662950484511175
Jouf University,SA,801-850,801-850,-,11.7,5.1,37.1,2.3,100.0,2.6,43.5,2.4,1.0,-0.7720484888424737,1.1600529281016623
Khoja Akhmet Yassawi International Kazakh-Turkish University,KZ,801-850,781-790,-,16.7,27.9,44.6,1.2,7.1,16.3,3.2,7.7,1.5,-1.3896238425401641,-0.7445154841815887
Kuwait University,KW,801-850,851-900,-,14.7,7.9,6.8,2.9,20.4,19.4,39.3,93.8,17.1,-0.1470735930330212,-0.9071686542239216
Liverpool John Moores University,UK,801-850,751-760,-,10.0,6.8,8.0,12.3,46.7,22.4,87.7,5.4,13.6,-0.4439580726079334,0.9339077812880257
London South Bank University,UK,801-850,851-900,-,3.3,2.9,9.1,4.4,87.1,96.8,47.6,8.5,15.4,-0.03100914962811198,2.8992630418597503
Maynooth University,IE,801-850,801-850,-,10.4,7.7,9.2,12.7,87.4,16.7,48.5,9.2,6.4,-0.5912708508289362,1.3625313704598425
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",UA,801-850,731-740,-,16.2,31.8,37.4,1.5,1.0,2.0,20.4,21.3,4.3,-1.1716866868957836,-1.2390842583500365
Lanzhou University,CN,721-730,791-800,-,8.1,2.5,25.2,45.2,2.3,1.5,64.0,4.4,7.6,-1.0514265825864337,-0.058504487013007686
Philipps-Universität Marburg ,DE,801-850,761-770,-,12.7,8.8,5.2,25.0,14.9,20.7,61.6,4.8,5.1,-0.9657460411380637,0.35808679314449277
Pontificia Universidad Católica de Valparaíso,CL,801-850,681-690,-,27.0,24.4,4.7,6.6,11.3,1.6,39.9,8.7,1.6,-1.1142389052453847,-0.6421527088368982
Rutgers University–Newark,US,801-850,771-780,-,10.1,4.9,17.5,17.6,25.3,32.7,27.9,36.9,29.3,-0.5548423181505688,0.24250106346463085
Syracuse University,US,801-850,781-790,-,12.9,8.7,11.6,10.6,5.8,39.3,55.5,42.7,11.6,-0.5062481996102398,-0.0917068806947768
The Catholic University of Korea ,KR,801-850,781-790,-,4.5,2.9,98.6,14.1,3.8,22.5,10.5,1.9,6.5,-1.4259507487639953,-0.39381258139768466
Toronto Metropolitan University,CA,801-850,851-900,-,8.0,12.0,1.8,26.4,35.4,8.1,57.0,15.1,3.8,-0.886801352277926,0.38018725327569963
TU Dortmund University,DE,801-850,851-900,-,14.1,16.0,28.1,6.2,22.4,17.1,61.1,6.8,3.7,-0.8468610786012778,-0.0036288531214851987
Universidad Anáhuac México,MX,801-850,771-780,-,13.1,20.4,50.0,1.1,5.3,3.0,5.8,61.8,1.0,-1.000672092238513,-1.5894863694958126
Universidad Iberoamericana IBERO,MX,801-850,691-700,-,18.5,24.3,32.3,1.3,5.4,2.2,5.2,63.6,1.1,-0.9387347836133342,-1.6231376209540502
Universidad San Francisco de Quito (USFQ),EC,801-850,801-850,-,16.0,8.6,40.1,2.4,53.1,1.9,24.9,13.2,21.5,-0.8704915241409644,0.07952516233572517
Università degli Studi di Perugia,IT,801-850,661-670,-,9.1,2.3,3.5,40.9,6.4,5.4,65.9,1.7,11.5,-1.1065949721215038,0.24204094514299615
Universitas Brawijaya ,ID,801-850,801-850,-,19.2,42.4,11.5,1.4,13.7,1.4,19.6,13.1,9.0,-1.05305652148544,-0.9371318236516633
Universität Duisburg-Essen,DE,801-850,771-780,-,11.3,4.2,13.2,11.2,35.0,39.4,81.4,12.2,5.9,-0.47136663049035454,0.9123565113085947
Universität Rostock,DE,801-850,761-770,-,7.3,2.9,84.4,5.2,37.13805498861974,13.2,68.8,4.4,3.4,-0.6819846388406479,0.08397649241819385
Université de Lorraine,FR,801-850,721-730,-,13.6,3.3,7.0,12.9,27.6,27.4,95.9,14.8,11.8,-0.3717432225943953,0.6117810265729071
Universiti Tunku Abdul Rahman (UTAR),MY,801-850,801-850,-,14.0,30.9,12.4,5.8,12.7,4.9,45.5,3.8,26.5,-0.8471507228269579,-0.46047988164213993
University of Alaska Fairbanks,US,801-850,781-790,-,2.7,2.0,98.8,12.9,4.8,3.0,42.6,4.2,2.5,-1.315698309213748,-0.668473522873004
University of Alicante,ES,801-850,801-850,-,13.5,6.7,25.3,7.7,7.3,12.8,71.7,7.6,31.3,-0.7015608356126538,-0.13167525807770275
University of Baghdad,IQ,801-850,951-1000,-,11.0,16.9,24.6,1.5,2.4,1.1,63.5,72.7,3.1,-0.4721070138465184,-1.4440142006991414
University of Bari,IT,801-850,741-750,-,12.4,3.0,4.6,25.0,4.9,2.0,81.6,7.7,25.7,-0.8080047845778208,-0.033651428403293944
University of Brighton,UK,801-850,771-780,-,7.9,6.1,8.5,14.9,54.8,51.1,72.5,6.1,6.5,-0.37242970694323924,1.5826819923344069
University of Bucharest,RO,801-850,851-900,-,15.2,19.5,7.1,4.2,2.6,2.0,69.1,53.4,25.7,-0.30751150419433293,-1.0996478181129625
University of Hyderabad,IN,801-850,801-850,-,13.2,3.0,14.5,41.5,1.9,2.0,27.0,3.1,1.2,-1.5785185355836076,-0.12611403119903156
University of Oregon,US,801-850,721-730,-,18.3,9.4,9.4,18.5,7.6,3.6,53.4,23.3,16.1,-0.8523736634244369,-0.45972103395236175
University of Petroleum and Energy Studies (UPES),IN,801-850,901-950,-,21.8,6.1,39.5,3.4,18.2,1.2,56.9,1.9,1.0,-1.1503432757105045,-0.35143061010468535
University of Salerno,IT,801-850,801-850,-,8.6,2.4,5.6,37.1,3.3,1.6,87.4,4.0,19.2,-0.8322105721295028,0.1053200708221314
University of Stavanger,NO,801-850,1401+,-,7.1,5.8,84.6,5.0,28.406678189052045,23.162593260218223,69.6,10.0,5.1,-0.5255938024963283,0.001926837065681927
University of Ulsan ,KR,801-850,751-760,-,5.0,2.3,60.0,33.6,2.0,2.4,28.8,3.8,5.6,-1.4481963709315104,-0.3791187118937488
Northwest Agriculture and Forestry University,CN,851-900,951-1000,-,4.5,1.4,28.5,36.8,20.38828135994448,1.4,58.8,3.0,1.6,-1.1949486775366933,0.23628739378220837
AGH University of Science and Technology,PL,851-900,901-950,-,9.6,13.9,41.5,6.5,2.9,5.3,75.6,3.2,1.7,-1.0685290072706706,-0.4726453423122721
Al-Quds University,PS,851-900,1001-1200,-,5.8,14.6,12.7,1.7,61.5,66.8,30.6,23.5,3.0,-0.4953488093633991,1.4656268294700983
Applied Science Private University - Jordan,JO,851-900,,-,9.9,15.7,28.6,3.1,39.3,59.7,10.4,4.6,1.8,-1.0344383306164309,1.002964843865691
Charles Sturt University ,AU,851-900,801-850,-,5.1,5.4,8.2,8.1,45.4,47.9,53.4,7.4,41.7,-0.3817286727256767,1.3511730095448642
Chonnam National University,KR,851-900,851-900,-,9.3,4.7,45.4,12.4,9.0,7.3,28.5,4.7,44.3,-1.0379618643755966,-0.26744310467874105
Chungnam National University,KR,851-900,851-900,-,8.8,7.8,46.3,10.7,7.2,9.2,32.7,5.0,25.7,-1.1941754308399812,-0.3277694380148018
Clarkson University,US,851-900,791-800,-,1.3,1.9,13.5,41.8,48.5,15.0,30.6,7.9,1.2,-1.1726938343219124,1.0006359679027585
CY Cergy Paris University,FR,851-900,851-900,-,3.7,2.5,49.5,5.0,47.2,45.9,46.0,1.5,1.4,-0.8989462190854215,1.1267481902396257
Beijing University of Technology,CN,801-850,801-850,-,7.7,4.9,38.2,33.1,4.7,1.8,31.9,4.2,1.6,-1.49200674557244,-0.2648729871221141
Georgia State University,US,851-900,851-900,-,11.3,14.2,4.3,22.4,4.8,10.4,62.3,18.2,7.2,-0.9315598199429469,-0.23246721630170872
Gulf University for Science and Technology,KW,851-900,851-900,-,14.6,9.3,11.2,4.8,100.0,27.7,9.3,11.0,1.1,-0.8368532163290223,1.5333591953755654
Jamia Millia Islamia,IN,851-900,951-1000,-,9.3,3.1,33.6,26.0,3.2,5.2,43.0,1.9,1.6,-1.4773428125498405,-0.18130371614119328
Kansas State University ,US,851-900,851-900,-,8.2,6.7,10.3,22.1,10.1,4.6,74.9,13.5,10.2,-0.9545148462328066,-0.05688101329868882
Karaganda State Technical University,KZ,851-900,801-850,-,9.7,7.7,84.6,1.1,10.0,18.8,2.4,5.8,1.2,-1.573187903851453,-0.5336307824320523
Kyrgyz Russian Slavic University,KG,851-900,,-,9.3,7.0,99.8,1.0,27.684008960830965,29.48121189945953,3.1,24.1,1.1100141114624726,-1.0025865141451977,-0.3810975902733209
Mendel University in Brno,CZ,851-900,901-950,-,6.2,6.5,55.1,4.1,11.2,32.1,59.1,3.8,1.2,-1.0460552321045293,0.14089154406016324
Nagasaki University,JP,851-900,801-850,-,6.9,2.3,81.0,6.3,5.8,4.7,49.2,3.0,2.1,-1.3346920131379012,-0.5615261800051038
Beijing Jiaotong University,CN,901-950,901-950,-,9.7,5.4,15.2,31.8,4.7,9.6,29.1,9.6,1.2,-1.503553597235279,-0.07649188738913236
North-West University,ZA,851-900,801-850,-,7.4,11.0,4.9,14.9,6.6,2.0,92.9,16.7,28.4,-0.5908172993385962,-0.2129091601715679
Okayama University,JP,851-900,901-950,-,8.9,3.7,61.3,7.7,6.1,6.3,52.5,2.9,14.5,-1.1723000959536152,-0.40860374181891457
Oklahoma State University ,US,851-900,851-900,-,8.3,8.1,9.2,13.3,49.9,6.1,66.8,17.3,9.4,-0.712180799785717,0.5046942578289968
Pavol Jozef Šafárik University in Košice,SK,851-900,851-900,-,4.7,5.1,59.7,3.0,5.1,65.3,41.7,4.6,1.0,-1.0103671697308911,0.5838095407693474
Poznan University of Life Sciences,PL,851-900,801-850,-,5.6,2.2,94.3,6.4,1.9,7.9,31.0,3.3,1.1,-1.4986817413160454,-0.6846562355179452
Shahid Beheshti University (SBU),IR,851-900,951-1000,-,7.9,7.3,4.1,33.3,1.6,1.6,64.7,19.0,1.5,-1.1372683212414845,-0.24331448114644713
Swarthmore College,US,851-900,741-750,-,3.4,2.4,88.8,11.7,8.7,21.6,12.3,15.2,1.0,-1.3931360057505808,-0.42227821272673977
Technological University Dublin,IE,851-900,851-900,-,12.6,13.1,12.3,3.1,31.8,38.8,43.9,16.2,28.2,-0.532099330339736,0.5577800900787719
Thapar Institute of Engineering & Technology,IN,851-900,951-1000,-,4.7,4.4,8.8,46.1,5.2,1.8,31.1,3.1,11.8,-1.491360523645884,0.09465620843265553
Tokyo University of Agriculture and Technology ,JP,851-900,801-850,-,13.8,7.4,12.9,30.5,5.4,7.1,40.4,1.9,1.3,-1.404105959057885,-0.061142131877526554
Universidad de Valladolid,ES,851-900,951-1000,-,10.5,3.8,34.4,4.3,7.0,3.6,80.2,11.9,43.9,-0.5614924676601069,-0.33558026640260197
Universidad ORT Uruguay,UY,851-900,771-780,-,11.2,12.4,79.0,1.1,15.8,1.9,3.4,5.7,1.0,-1.6072373566519822,-0.7798635764066725
Universita' degli Studi di Ferrara,IT,851-900,851-900,-,6.7,2.6,2.6,34.6,2.9,3.6,70.0,4.1,27.3,-0.9907598665098898,0.13551447866056776
Université de Nantes,FR,851-900,771-780,-,10.4,3.4,7.8,21.4,19.8,15.1,87.3,2.8,7.5,-0.8229224013977701,0.48354034205555796
Université de Sherbrooke,CA,851-900,801-850,-,6.8,4.2,18.8,16.9,54.7,7.6,43.0,23.4,8.0,-0.861813763299439,0.5158947709363368
Université du Québec,CA,851-900,751-760,-,15.3,7.6,1.8,10.9,32.9,11.0,62.6,21.6,9.9,-0.7594797080532443,0.20309305168976016
University at Albany SUNY,US,851-900,771-780,-,8.1,4.5,5.4,33.9,3.9,7.2,66.0,4.2,13.2,-1.1054984929112228,0.12809551355231252
University Duesseldorf,DE,851-900,801-850,-,12.3,8.5,44.3,7.2,59.81038522859554,14.1,66.2,3.8,2.2,-0.5708374054519125,0.6352407139104813
University of Dubai,AE,851-900,801-850,-,5.2,4.2,10.6,11.0,100.0,72.0,8.2,10.2,1.0,-0.631006110298922,2.557622245493798
UNIVERSITY OF GDANSK,PL,851-900,951-1000,-,12.0,6.2,34.9,3.9,4.8,2.4,70.6,14.1,25.7,-0.8439554520316457,-0.5113103024819416
University of Ghana,GH,851-900,951-1000,-,11.5,7.6,1.9,5.3,4.5,1.7,72.8,95.4,7.6,-0.24650889774590826,-1.3574335772267265
University of Hertfordshire,UK,851-900,851-900,-,4.4,3.7,5.9,5.2,62.0,100.0,58.8,10.1,2.1,-0.2285463991566734,2.5299938880823185
University of Lincoln,UK,851-900,851-900,-,5.9,4.7,7.9,9.9,74.0,47.2,58.5,4.8,10.1,-0.48303915479514503,1.8497199712735344
University of Mississippi,US,851-900,1001-1200,-,4.2,2.0,83.0,5.5,6.1,2.9,58.0,3.6,1.7,-1.2965725509507882,-0.5608046393278618
University of Palermo,IT,851-900,851-900,-,11.1,2.3,4.4,32.2,2.4,1.9,81.6,4.5,5.7,-1.0854848821786114,0.020253235961295784
University of Santo Tomas,PH,851-900,801-850,-,12.8,39.9,12.5,1.3,34.9,5.8,18.1,14.1,2.4,-1.0610806926641505,-0.4159734971148216
University of South Africa,ZA,851-900,851-900,-,10.6,7.2,1.1,7.3,5.733944396976578,7.3,91.0,92.8,3.1,-0.06811865996627112,-1.1402219281191996
University of Wroclaw,PL,851-900,901-950,-,14.9,12.6,32.1,3.9,5.0,8.4,54.3,12.0,9.3,-1.0697925865084057,-0.5253467692618335
"Vietnam National University, Hanoi ",VN,851-900,951-1000,-,15.3,18.7,7.6,2.4,5.5,1.2,61.0,60.1,6.4,-0.5732579468236431,-1.1829419569309476
Vilnius Gediminas Technical University,LT,851-900,801-850,-,8.7,13.8,37.7,7.8,14.7,32.9,41.4,6.9,2.0,-1.070942402732483,0.1499448223995883
Virginia Commonwealth University,US,851-900,761-770,-,7.1,8.5,38.8,12.8,9.7,3.2,73.5,8.2,8.5,-0.9848237929394494,-0.29424325745583335
Yildiz Technical University,TR,851-900,951-1000,-,9.7,24.7,4.2,12.2,9.1,18.5,38.9,19.9,35.1,-0.6813919915119186,-0.25392337806433773
Australian Catholic University,AU,901-950,801-850,-,8.2,8.9,5.1,12.1,71.0,41.7,33.9,1.7,2.7,-0.8633539654171225,1.6357024437120193
China University of Geosciences,CN,771-780,801-850,-,5.1,1.4,53.6,31.8,1.5,2.7,67.0,1.4,4.0,-1.1319087030814503,-0.23574064473493675
Harbin Engineering University,CN,1001-1200,1001-1200,-,5.4,2.4,16.5,28.1,2.3,2.2,32.4,3.8,1.3,-1.7868764927488003,-0.09784613961865388
Catania University,IT,901-950,851-900,-,11.6,3.0,5.4,23.4,3.5,4.5,71.3,5.7,3.6,-1.2489018059740533,-0.024778210902492867
Future University in Egypt,EG,901-950,1001-1200,-,4.8,34.7,34.9,2.0,11.7,21.7,40.0,2.9,1.1,-1.1035528665730072,-0.3182334056919914
Gazi Üniversitesi,TR,901-950,1001-1200,-,18.6,15.3,6.0,4.4,1.0,3.3,56.0,18.2,20.1,-0.9703152274535845,-0.6474514677602577
Georgian Technical University,GE,901-950,1401+,-,7.1,6.6,1.0,46.9,34.92131170775019,57.438046659330794,5.4,25.9,1.0,-0.8056710836165089,1.2218449836598064
German Jordanian University,JO,901-950,1001-1200,-,8.6,15.1,21.4,5.6,65.3,16.3,17.8,8.5,1.5,-1.1359812687385988,0.7240659354433757
Imam Mohammad Ibn Saud Islamic University – IMSIU,SA,901-950,1001-1200,-,14.8,7.6,17.4,1.5,46.2,4.2,41.9,26.5,1.0,-1.006414853202813,0.03848293924805262
Kanazawa University,JP,901-950,851-900,-,10.5,3.9,55.1,12.2,8.1,5.8,31.9,1.8,1.6,-1.5323253397638292,-0.36831211339029046
Karaganda Buketov University,KZ,901-950,851-900,-,15.6,24.5,41.3,1.1,13.1,5.2,7.5,7.8,1.0,-1.493067333733391,-0.7473969298394264
Kyrgyz-Turkish Manas University,KG,901-950,851-900,-,15.1,10.9,10.7,1.7,90.5,19.7,7.1,5.7,1.0,-1.092892726404463,1.2546288146561182
Louisiana State University,US,901-950,801-850,-,9.5,6.7,7.8,12.9,8.6,3.8,52.3,18.8,52.8,-0.7180403861575051,-0.22770249880642307
Makerere University,UG,901-950,951-1000,-,11.0,4.2,3.4,4.5,9.6,7.5,64.8,98.3,3.5,-0.3158911150060322,-1.1839100498695776
"Manipal Academy of Higher Education, Manipal, Karnataka, India",IN,901-950,951-1000,-,10.9,8.2,42.9,4.4,1.8,7.7,61.2,6.2,16.5,-1.0755914500136172,-0.45859430994460276
Michigan Technological University,US,901-950,851-900,-,4.8,3.7,27.1,28.6,11.4,11.1,52.1,3.1,1.9,-1.31094265105207,0.17064993045157437
National Research Saratov State University,RU,901-950,851-900,-,5.0,2.7,96.7,1.7,3.0,16.6,19.1,1.8,1.0,-1.6006481278930722,-0.5584486336782988
Nicolaus Copernicus University ,PL,901-950,901-950,-,7.6,2.6,53.2,4.9,3.1,5.3,81.3,3.1,1.7,-1.1613667273378527,-0.36047367490450377
North South University,BD,901-950,851-900,-,13.3,48.1,6.1,2.7,7.9,1.1,24.5,6.6,1.5,-1.267685309595458,-0.9131241229663583
Osaka Metropolitan University,JP,901-950,721-730,-,12.4,11.6,51.3,6.5,4.6,3.1,29.3,5.9,1.1,-1.5039729899850327,-0.6742632992194619
Princess Sumaya University for Technology,JO,901-950,901-950,-,9.1,25.3,11.9,5.1,47.3,50.0,6.0,5.1,1.2,-1.054067046040997,0.9518070413705662
Ritsumeikan Asia Pacific University,JP,901-950,801-850,-,6.1,8.3,2.6,2.5,99.9,99.4,3.7,1.9,1.0,-0.5836373903768302,3.0770681382758713
Robert Gordon University,UK,901-950,901-950,-,3.7,11.5,5.6,5.3,62.6,74.1,35.8,5.6,5.8,-0.633675826086976,1.9996298839114486
South Ural State University (National Research University),RU,901-950,951-1000,-,8.4,4.7,44.1,3.6,4.5,13.4,84.1,4.2,1.6,-1.050345366829752,-0.18604390905251125
Universidad Católica del Uruguay (UCU),UY,901-950,851-900,-,12.5,12.8,64.4,1.2,9.5,2.8,6.4,15.1,1.0,-1.567524147256254,-0.9017223922682509
"Universidad Central ""Marta Abreu"" de Las Villas",CU,901-950,851-900,-,5.3,1.4,99.7,1.2,1.1,1.2,17.4,21.8,1.0,-1.5413627303886632,-1.133312331014372
Universidad EAFIT,CO,901-950,731-740,-,12.9,42.8,4.9,2.3,3.1,1.4,11.3,44.4,4.8,-1.0595280809457908,-1.4097029290247347
Universidad Externado de Colombia ,CO,901-950,751-760,-,13.0,28.9,36.4,1.1,10.5,1.5,4.3,26.4,1.0,-1.371477784040769,-1.0986105257344574
Universidad Nacional de Córdoba - UNC,AR,901-950,951-1000,-,26.4,14.0,6.2,1.6,1.4,1.5,44.4,10.1,1.7,-1.3549820700736983,-0.6982417601923169
Universidad Nacional Mayor de San Marcos,PE,901-950,901-950,-,20.6,22.9,7.9,1.3,24.271071995759417,14.88121319670574,33.2,38.6,1.1,-0.766904865994984,-0.5409088509039771
Universidad Pontificia Bolivariana ,CO,901-950,801-850,-,8.4,8.8,74.7,1.7,3.8,2.3,10.0,22.0,1.6,-1.5597889043477522,-1.0488227669517562
